time;lat;lon;alt;roll;pitch;head;ub;nsat
<<<<<<< HEAD
09:08:26.80;44.933028;37.338131;500.0;4.7;-19.7;40.4;0;1
09:08:27.41;44.933644;37.33889;500.0;4.7;-21.5;40.3;0;1
09:08:27.82;44.933986;37.339277;500.0;4.2;-20.1;40.2;0;1
09:08:28.43;44.934093;37.339611;500.0;6.4;-20.7;40.6;0;1
09:08:28.84;44.934161;37.339657;500.0;5.5;-20.3;40.3;0;1
09:08:29.25;44.934259;37.339681;500.0;3.6;-21.8;39.8;0;1
09:08:29.45;44.934301;37.339671;500.0;3.5;-21.3;39.9;0;1
09:08:29.66;44.934342;37.339678;500.0;3.4;-21.2;39.9;0;1
09:08:30.06;44.93441;37.339786;500.0;5.1;-22.2;40.1;0;1
09:08:30.47;44.93448;37.339906;500.0;5.8;-21.2;40.1;0;1
09:08:30.68;44.934472;37.339925;500.0;5.7;-20.5;39.9;0;1
09:08:31.08;44.93454;37.340014;500.0;4.9;-21.4;39.8;0;1
09:08:31.28;44.934551;37.340024;500.0;4.9;-21.0;39.8;0;1
09:08:31.48;44.934572;37.340049;500.0;5.3;-21.5;39.8;0;1
09:08:31.48;44.934585;37.340067;500.0;5.3;-21.5;39.8;0;1
09:08:31.69;44.934585;37.340074;500.0;5.8;-20.7;39.8;0;1
09:08:31.89;44.934588;37.34008;500.0;6.0;-20.5;39.8;0;1
09:08:32.29;44.934644;37.340162;500.0;5.7;-22.2;39.6;0;1
09:08:32.70;44.934673;37.340212;500.0;5.5;-21.3;39.6;0;1
=======
09:08:06.14;44.93328;37.33873;500.0;0.7;1.7;-51.5;0;2
09:08:06.36;44.93328;37.33873;500.0;0.6;2.0;-51.4;0;2
09:08:06.56;44.93328;37.33873;500.0;0.5;1.8;-51.4;0;2
09:08:06.78;44.93328;37.33873;500.0;0.6;1.7;-51.4;0;2
09:08:07.00;44.93328;37.33873;500.0;1.1;1.6;-51.3;0;2
09:08:07.20;44.933302;37.338733;500.0;1.3;1.4;-51.3;0;1
09:08:07.60;44.933278;37.338748;500.0;0.7;2.2;-51.3;0;1
09:08:07.80;44.933261;37.338758;500.0;0.4;2.1;-51.3;0;2
09:08:08.01;44.933251;37.338764;500.0;0.4;2.3;-51.3;0;2
09:08:08.21;44.933233;37.338784;500.0;0.4;2.5;-51.3;0;2
09:08:08.41;44.933175;37.338821;500.0;0.8;2.3;-51.3;0;1
09:08:09.03;44.933174;37.338819;500.0;0.6;1.3;-51.3;0;1
09:08:09.23;44.933176;37.338831;500.0;0.8;1.9;-51.3;0;1
09:08:09.43;44.933166;37.338832;500.0;0.6;2.4;-51.2;0;1
09:08:09.63;44.933147;37.338814;500.0;0.3;2.4;-51.3;0;1
09:08:09.83;44.933129;37.338793;500.0;0.4;2.4;-51.3;0;1
09:08:10.03;44.933114;37.338791;500.0;0.3;2.2;-51.3;0;1
09:08:10.44;44.933125;37.338771;500.0;1.2;1.8;-51.4;0;1
09:08:10.64;44.933135;37.338756;500.0;1.5;1.4;-51.4;0;1
09:08:10.84;44.933142;37.338758;500.0;1.2;1.5;-51.4;0;1
09:08:11.04;44.933152;37.338744;500.0;0.8;1.6;-51.3;0;1
09:08:11.44;44.933162;37.33873;500.0;-0.6;1.3;-51.3;0;2
09:08:11.44;44.933174;37.338718;500.0;-0.6;1.3;-51.3;0;2
09:08:11.85;44.933176;37.338719;500.0;-0.2;1.1;-51.2;0;2
09:08:12.05;44.933184;37.338691;500.0;0.1;1.4;-51.2;0;1
09:08:12.25;44.9332;37.338671;500.0;0.4;1.5;-51.2;0;1
09:08:12.45;44.933203;37.338674;500.0;0.7;1.5;-51.1;0;1
>>>>>>> 60553f5dfa9f43e85d79bf0debc4db4e41c6b071
